id	MS2 name	MS2 score	level	MS1 name	MS1 ppm	rt	mz	type	X_1	X_12	X_13	X_14	X_16	X_17	X_19	X_22	X_25	X_27	X_4	X_5	X_6	X_7	X_9	X_10	X_11	X_15	X_18	X_2	X_20	X_21	X_23	X_24	X_26	X_28	X_29	X_3	X_30	X_31	X_8	QC01	QC02	QC03	QC04	QC05
883						79.3018	516.3010226	POS	0.00014565	4.402417621	6.416551034	5.939157599	4.9734204	6.826342872	5.987655401	3.969295972	0.004976748	0.000139147	0.003175659	0.004922713	0.000148258	5.056664187	3.644707368	0.000149982	4.555553119	9.714979228	0.009480202	0.000134222	7.367151115	4.201705403	0.000130321	0.00013446	0.000137377	0.010507343	0.003643861	0.000150518	0.00377572	0.000126273	0.000145067	2.093535305	2.107160818	1.634432555	1.73149482	1.793278246
1041			D	Hesperetin 7-O-neohesperidoside	-11.60946609	253.533	615.7148741	POS	0.00014565	0.520383665	0.497417765	1.693775207	0.698837532	1.106958138	0.794473259	0.382968112	0.000155058	0.000139147	0.00014759	0.000160344	0.000148258	1.525812056	0.92934367	0.000149982	0.605762734	1.001307216	0.000159935	0.000767591	1.210081715	0.60200228	0.000130321	0.000783668	0.000137377	0.000159391	0.000151962	0.000150518	0.000144548	0.000126273	0.000145067	0.503025321	0.213162304	0.489056327	0.502186316	0.454983107
1051			D	2-Carboxybenzaldehyde	-5.092711297	229.9185	160.0369717	POS	0.003940507	0.002475836	0.140558043	0.0001523	0.007056414	0.019254205	0.083983115	0.149479956	1.016399447	0.002484262	0.058720402	0.019514875	0.638099324	0.006344843	0.141477252	0.001206873	0.852589332	0.012137952	0.000159935	0.000977267	0.0089777	0.000145896	0.366293805	0.002215424	0.007432737	0.000159391	0.000151962	0.013695069	0.000144548	0.01396415	0.000145067	0.109617223	0.093896614	0.085056657	0.102394515	0.105964997
1255						29.4225	373.0962092	POS	0.007032513	0.005145269	0.0079803	0.043596327	0.008228102	0.134969002	0.000146677	0.062886453	0.008247684	0.000139147	0.00014759	0.154223124	0.000148258	0.112615267	0.00456404	0.006080711	0.007231149	0.110509927	0.010212404	0.008825977	0.168274918	0.000145896	0.003098506	0.106193753	3.753202512	0.011906981	0.000151962	0.104175209	0.008654017	0.013399711	0.000145067	1.401936498	1.47182869	1.410182768	1.714224431	1.848344848
1275						264.372	190.0973942	POS	0.33284506	0.721050034	0.653291455	0.396747727	0.401744675	0.095088008	0.149418907	0.429768497	0.57505275	0.75164046	1.419570874	0.284510189	0.485853938	0.100310291	0.511001274	0.01384694	0.419049009	0.000144438	0.300759255	0.292496326	0.203650037	0.000145896	0.241838916	0.166310942	0.268192622	0.227048054	0.175445651	0.352691121	0.045050432	0.155982825	0.000145067	0.278050123	0.279025535	0.284229826	0.279937504	0.254734921
1349						382.18	589.3085317	POS	0.00014565	0.001174546	0.044511895	0.0001523	0.000152054	0.000162961	0.174011001	0.007382055	0.034810046	0.000139147	0.00014759	0.001161395	0.259054018	0.002296394	0.414815219	0.000149982	0.001146699	0.04277951	0.088717905	0.002475731	0.000157491	0.000145896	0.321649546	0.00013446	0.007757595	0.633445401	0.000151962	0.000150518	0.000144548	0.096764014	0.000145067	0.049694122	0.052880676	0.053579159	0.057966445	0.061871259
1387						96.94925	521.336186	POS	0.00014565	1.191617076	1.543871352	1.89151543	1.671052191	2.310024349	1.866623052	1.182146585	0.000155058	0.000139147	0.00014759	0.000160344	0.000148258	0.697118469	0.796972062	0.000149982	1.531608925	2.723979245	0.000159935	0.000134222	2.093944911	12.25734444	0.000130321	0.00013446	0.000137377	0.000159391	0.000151962	0.000150518	0.000144548	0.000126273	0.000145067	0.702599294	0.568855025	0.437713796	0.442435565	0.662707329
1408						178.873	489.3138695	POS	0.002491686	0.293103623	0.25916384	0.413401955	0.368661796	0.535520408	0.408294216	0.133504111	0.000155058	0.000139147	0.00014759	0.000160344	0.000148258	0.350111837	0.266326239	0.000149982	0.334675859	0.53993	0.000159935	0.000134222	0.536018788	0.373026014	0.057428672	0.00013446	0.011772576	0.000159391	0.000151962	0.002772479	0.000144548	0.000126273	0.000145067	0.112406476	0.124542756	0.127173553	0.138096126	0.136593751
1447						115.884	693.4107828	POS	0.00014565	2.712534192	3.806460416	4.550965328	4.787750689	5.75783287	4.074120261	2.709997276	0.000155058	0.000139147	0.00014759	0.000160344	0.000148258	3.52932591	2.467427574	0.000149982	3.845336435	4.417118224	0.000159935	0.000134222	5.389652367	3.507114375	0.000130321	0.00013446	0.000137377	0.000159391	0.000151962	0.000150518	0.000144548	0.000126273	0.000145067	1.350407328	1.804296871	1.280213865	1.334944672	1.288066628
1492						155.672	401.2610116	POS	0.00014565	1.748264739	1.949274182	3.153433013	2.533393579	3.343559479	2.511237239	1.624662868	0.013706188	0.000139147	0.006933571	0.006062056	0.00573455	2.470030842	1.639824981	0.004256387	2.840549594	3.349099348	0.007307969	0.000134222	3.27149089	1.791414181	0.028584488	0.00013446	0.007292308	0.000159391	0.000151962	0.006464649	0.000144548	0.000126273	0.000145067	1.007966248	1.017296456	0.767380443	0.853393191	0.945946537
1500						164.75	465.2852452	POS	0.00014565	1.87792426	1.682976179	2.800685635	2.24738216	1.602174556	2.763187852	1.852388532	0.000155058	0.000139147	0.00014759	0.000160344	0.000148258	2.815661479	2.204086385	0.000149982	2.02853785	2.65127887	0.000159935	0.000134222	5.130670047	1.920274663	0.000130321	0.00013446	0.000137377	0.000159391	0.000151962	0.000150518	0.000144548	0.000126273	0.000145067	1.128886632	0.850497138	0.846276689	0.976643331	0.903234062
1521						27.72525	382.0438757	POS	0.001859592	0.000897822	0.000549784	0.004025489	0.000152054	0.061465704	0.000146677	0.019205219	0.002431339	0.003966431	0.00014759	0.036889875	0.003634044	0.049913068	0.000123086	0.000609537	0.003239068	0.040059202	0.000944262	0.00469513	0.062435937	0.000145896	0.000130321	0.028185979	0.038874566	0.000159391	0.000672027	0.042321552	0.00127906	0.000126273	0.000145067	0.561555875	0.404230991	0.598099555	0.66995073	0.73793972
1568						28.26605	355.0699567	POS	0.035326968	0.005259556	0.016668911	0.042292417	0.028171389	0.297639801	0.015668113	0.194673022	0.045286585	0.020823596	0.012863451	0.36778487	0.013939756	0.199451056	0.021058953	0.013293326	0.031117475	0.245415057	0.000159935	0.029904182	0.270807467	0.011887354	0.042790669	0.20134969	0.225438453	0.029610052	0.018574525	0.239899461	0.032852443	0.021265511	0.000145067	2.661546327	2.89436812	2.961995885	3.129714721	3.44112199
1591						28.18605	308.0252344	POS	0.00946602	0.000143738	0.003535381	0.006378326	0.006396525	0.099746015	0.006303303	0.047876107	0.011457719	0.004463211	0.004005595	0.121198798	0.00293524	0.069855123	0.005715106	0.003745906	0.006705357	0.091782292	0.000159935	0.005387311	0.088757952	0.071352741	0.000130321	0.054351213	0.090887393	0.006676608	0.003730173	0.109714758	0.005764699	0.008972606	0.000145067	0.849723958	0.991433876	1.019394046	1.107447584	1.06002467
1701						21.57905	561.4132459	POS	0.007826876	0.002729613	0.014348348	0.003197583	0.00396707	0.006666643	0.004523627	0.014482266	0.000155058	0.001620111	0.021382794	0.002209034	0.006890683	0.001329535	0.003848574	0.002818645	0.009214891	0.003429016	0.010548032	0.003960968	0.004891837	0.001033082	0.003640586	0.005153347	0.000137377	0.022438423	0.0151593	0.000150518	0.00172935	0.007233533	0.000145067	0.004225523	0.007304643	0.005083306	0.004407834	0.004332022
1703						21.6368	406.0662574	POS	0.00014565	0.010925269	0.000151244	0.0001523	0.000152054	0.000162961	0.000146677	0.000908825	0.043134666	0.000139147	0.00014759	0.000160344	0.000866736	0.000141774	0.000123086	0.000149982	0.000140732	0.000144438	0.002187127	0.003209734	0.000157491	0.035434886	0.000130321	0.005632687	0.007532947	0.019085518	0.000151962	0.058623102	0.002998542	0.002818266	0.000145067	0.003126776	0.005655513	0.003548125	0.005408886	0.006697113
1707						21.7058	468.0960686	POS	0.00014565	0.012888838	0.011462906	0.0001523	0.000152054	0.000162961	0.04029342	0.000169153	0.048626161	0.000139147	0.00014759	0.000160344	0.539017116	0.000141774	0.000123086	0.000149982	0.000140732	0.000144438	0.003362663	0.004365257	0.000157491	0.044370353	0.001724519	0.003025795	0.009080125	0.008151319	0.00138452	0.052458409	0.000144548	0.002028384	0.000145067	0.017599952	0.01551858	0.014575065	0.018172173	0.017368794
1708						21.7172	361.0915627	POS	0.001593024	0.002129692	0.002509973	0.0001523	0.000863476	0.000162961	0.000146677	0.000169153	0.001107368	0.000139147	0.000842771	0.000160344	0.00076625	0.000797978	0.000123086	0.000149982	0.002856923	0.210233209	0.00111996	0.011175532	0.000157491	0.002698449	0.000130321	0.016309474	0.275098829	0.005681916	0.000151962	0.001925154	0.005386969	0.001948824	0.000145067	0.011451547	0.010699903	0.012975661	0.012483408	0.013235699
1723			D	Perphezine maleate	-10.69362039	22.2303	637.1134742	POS	0.000672167	0.000143738	0.000151244	0.007799262	0.002592385	0.000162961	0.009183241	0.000169153	0.000155058	0.001560594	0.006274264	0.000160344	0.000148258	0.000141774	0.000123086	0.000149982	0.000140732	0.000144438	0.002471404	0.016813578	0.003418983	0.001678818	0.026642615	0.000756994	0.000137377	0.06504275	0.084715509	0.000150518	0.001847516	0.000126273	0.000145067	0.008482667	0.008242988	0.006678542	0.008884778	0.008005401
1724						22.23795	444.1103343	POS	0.010135124	0.000776107	0.033620795	0.012340844	0.010128097	0.001788075	0.008896006	0.005955944	0.000155058	0.013813015	0.000611155	0.000160344	0.022744007	0.000141774	0.002152181	0.000149982	0.015983452	0.000881617	0.00956843	0.014296611	0.005169848	0.004795979	0.009728857	0.023452424	0.002203015	0.001095379	0.011285177	0.000150518	0.003146543	0.005895715	0.000145067	0.004194741	0.005476987	0.004418812	0.005378993	0.004827598
1725						22.2778	624.0961447	POS	0.00014565	0.000143738	0.007474103	0.0001523	0.009020611	0.000162961	0.000146677	0.012019892	0.000155058	0.001347009	0.004913473	0.001220723	0.008649596	0.001161615	0.005560196	0.006417662	0.008871856	0.000825475	0.004150921	0.002658929	0.001067448	0.002477812	0.000486923	0.000777697	0.000137377	0.016843301	0.017093382	0.001270772	0.000627017	0.005887229	0.000145067	0.004842407	0.00683791	0.005188284	0.006922068	0.005374455
1728						22.3535	620.1423393	POS	0.00014565	0.000143738	0.021932198	0.0001523	0.000152054	0.000162961	0.014303184	0.035717251	0.000155058	0.003213103	0.010970913	0.0017929	0.024021149	0.000141774	0.006883164	0.016113428	0.024242261	0.00199924	0.00869879	0.000134222	0.000157491	0.021056485	0.002240718	0.004999997	0.000137377	0.019884457	0.046246428	0.000150518	0.000553318	0.016215348	0.000145067	0.00765685	0.008405285	0.010107385	0.010065647	0.011270087
1730						22.3743	402.0282761	POS	0.00014565	0.000143738	0.002549799	0.000875718	0.000152054	0.001040625	0.005686548	0.000169153	0.000155058	0.000139147	0.00014759	0.003473035	0.004827912	0.001760489	0.003215713	0.001068516	0.006613941	0.000144438	0.004874602	0.002000697	0.000924353	0.004649333	0.001182842	0.00013446	0.000137377	0.000159391	0.003554788	0.000150518	0.000144548	0.003459072	0.000145067	0.003336202	0.006509942	0.005975795	0.00639845	0.006115833
1734						22.3768	416.0948233	POS	0.00014565	0.000143738	0.000151244	0.00073948	0.092628098	0.002597642	0.007913408	0.051695388	0.000961934	0.000811909	0.017681572	0.002897409	0.000148258	0.004177681	0.000123086	0.018863391	0.013460316	0.008533908	0.011350794	0.006679129	0.002949771	0.000145896	0.002539955	0.00013446	0.005256011	0.039453733	0.05435209	0.000150518	0.018099375	0.000126273	0.000145067	0.009749052	0.009995639	0.00821887	0.012108053	0.012329958
1740						22.3892	228.0296858	POS	0.00014565	0.000143738	0.149578706	0.02041746	0.000152054	0.005002036	0.056941774	0.055922702	0.000155058	0.046704079	0.024970489	0.018658545	0.09679247	0.016173903	0.058636314	0.038858743	0.080666393	0.011931134	0.027464206	0.008580569	0.004538344	0.007050369	0.054233106	0.054971288	0.000137377	0.023336569	0.073484577	0.000150518	0.000144548	0.114315906	0.000145067	0.043944247	0.033968668	0.034011233	0.039816035	0.039151678
1757						22.5635	308.0413846	POS	0.001407248	0.000143738	0.000855771	0.000598786	0.000152054	0.007863013	0.000146677	0.003017251	0.003587711	0.00059923	0.000607781	0.001021142	0.000650199	0.002496406	0.000123086	0.000149982	0.000484091	0.002745827	0.000159935	0.000820463	0.001874447	0.687836279	0.000130321	0.001482279	0.001538809	0.000159391	0.000902047	0.005118647	0.000144548	0.000561442	0.000145067	0.016436817	0.021374199	0.016427946	0.019782922	0.022217321
1788						23.0626	396.1109832	POS	0.002167849	0.028538188	0.000151244	0.00096143	0.000152054	0.063523152	0.043542781	0.034212472	0.000155058	0.004794586	0.027849153	0.0067549	0.024964535	0.001948508	0.004391056	0.000149982	0.018624503	0.002000196	0.000159935	0.13393637	0.005448078	0.115909561	0.003062653	0.154270726	0.000137377	0.005501022	0.000151962	0.003260663	0.002191669	0.001322686	0.000145067	0.011600367	0.015058387	0.015540935	0.016364848	0.016013138
1864						25.00085	96.04435565	POS	0.004904955	0.022401189	0.01110716	0.0001523	0.000152054	0.000162961	0.000146677	0.000169153	0.000155058	0.553846316	0.052881637	0.006315332	0.000148258	0.000141774	0.000123086	0.000149982	0.435305442	0.000144438	0.189788684	0.333490318	0.006858856	0.179817646	0.000130321	0.00013446	0.032674159	0.010061793	0.000151962	0.025135442	0.01848644	0.000126273	0.000145067	0.048858462	0.047965315	0.054208682	0.049591563	0.054033703
1887						27.0984	333.0531834	POS	0.00014565	0.000143738	0.000151244	0.001320672	0.000152054	0.000162961	0.00099421	0.000781702	0.000777136	0.017012363	0.001427315	0.001312858	0.000148258	0.000738896	0.000123086	0.000149982	0.000539848	0.000552086	5.168022765	0.000875059	0.00108479	0.000145896	0.000130321	0.00013446	0.010238067	0.001128913	0.000151962	0.000621285	0.003187559	0.000126273	0.000145067	0.071182362	0.069722964	0.059643899	0.096284287	0.089867841
1939						27.6032	102.8085837	POS	0.00014565	0.009488402	0.000151244	0.002672599	0.007978722	0.000162961	0.000146677	0.000169153	0.006632175	0.00542987	0.002125354	0.0055464	0.011814984	0.000141774	0.000123086	0.004751788	0.004947696	0.001690854	0.005335378	0.010648338	0.005885217	0.004013144	0.005433841	0.0024628	0.006580284	0.002633682	0.002626238	0.000150518	0.000144548	0.010476514	0.000145067	0.08046738	0.077658896	0.072764209	0.107872748	0.117119828
1960			D	"di-trans,poly-cis-Undecaprenyl diphosphate"	-0.215083462	27.6504	928.2693772	POS	0.00014565	0.000143738	0.000151244	0.0001523	0.000152054	0.069415125	0.000146677	0.030444568	0.002749588	0.000139147	0.00014759	0.079713659	0.000148258	0.04969185	0.000123086	0.000149982	0.004622177	0.064750968	0.000159935	0.000134222	0.072051191	0.000145896	0.004107937	0.0371886	0.064194519	0.000159391	0.000151962	0.063725223	0.000144548	0.002864859	0.000145067	0.706689692	0.768419172	0.761831872	0.854693226	0.971211731
1998						27.81605	927.2656273	POS	0.00014565	0.000143738	0.000151244	0.006207285	0.000152054	0.210108785	0.000146677	0.11575703	0.012870458	0.000139147	0.006665153	0.19803624	0.000148258	0.152124214	0.008723547	0.000149982	0.006659303	0.157040286	0.000159935	0.000134222	0.193620486	0.006621068	0.023976758	0.106297326	0.198857776	0.007133132	0.003505255	0.149024386	0.000144548	0.007024232	0.000145067	1.666058792	2.114915774	1.909318367	2.193568791	2.474932612
1999						27.8473	359.0282913	POS	0.007843552	0.000749759	0.000151244	0.0001523	0.003815032	0.041413319	0.003545201	0.015892197	0.005634793	0.002363279	0.001248319	0.059368818	0.000148258	0.03273074	0.003388373	0.002704045	0.002848814	0.049447849	0.000159935	0.002278547	0.046669112	0.003458928	0.001237676	0.028142624	0.040880745	0.000721672	0.003284836	0.036822234	0.006637408	0.000126273	0.000145067	0.578008925	0.657038237	0.651142498	0.734571124	0.727234669
2004						27.8473	925.2678854	POS	0.00014565	0.034146269	0.000151244	0.011958468	0.085363113	0.42261273	0.028522607	0.213100804	0.023088725	0.000139147	0.00014759	0.455867942	0.000148258	0.289947656	0.027786064	0.018096403	0.071745393	0.31791255	0.016147874	0.000134222	0.400399115	0.050513882	0.000130321	0.232091455	0.319293886	0.012345053	0.000151962	0.32060276	0.013136574	0.000126273	0.000145067	3.298890478	4.02066826	4.104632828	4.445361174	4.765314219
2018						28.1289	850.2486412	POS	0.00014565	0.049216431	0.011908231	0.0001523	0.062187435	0.725309963	0.027568923	0.433210667	0.005312125	0.000139147	0.00014759	0.86600432	0.020290995	0.592133295	0.011154983	0.000149982	0.088664587	0.58652761	0.008304839	0.03022711	0.833872716	0.000145896	0.000130321	0.45643877	0.572397984	0.000159391	0.000637129	0.532270455	0.000144548	0.000126273	0.000145067	6.453922299	7.61750355	7.766887172	8.497364766	9.080724119
2027			D	Phomopsin A	15.19401962	28.1696	790.2477682	POS	0.00014565	0.000143738	0.000151244	0.0001523	0.000152054	0.022861411	0.000146677	0.004034735	0.000155058	0.000139147	0.00014759	0.014980101	0.000148258	0.027912659	0.000123086	0.000149982	0.000140732	0.022256127	0.000159935	0.000134222	0.015922372	0.002428148	0.000130321	0.009585383	0.010227097	0.004401847	0.000151962	0.005718411	0.000144548	0.002077193	0.000145067	0.256946861	0.321782527	0.301172789	0.342010938	0.343081563
2047			D	"PE-NMe2(18:3(6Z,9Z,12Z)/24:1(15Z))"	10.94969012	28.2728	853.2486083	POS	0.007422921	0.012860877	0.005776461	0.023115064	0.0193848	0.222757631	0.004405162	0.116555976	0.027039939	0.006310744	0.009033374	0.2623563	0.004286969	0.190332479	0.016599625	0.005522226	0.025431454	0.229972766	0.010806123	0.007429454	0.272488447	0.011038555	0.028384611	0.140820748	0.202441029	0.018368244	0.019363979	0.183757708	0.014260483	0.018927567	0.000145067	2.220139374	2.666097378	2.665579326	2.885641545	3.3233146
2057						28.3024	716.2275158	POS	0.00014565	0.000143738	0.003514706	0.005394287	0.000152054	0.015725432	0.000146677	0.000169153	0.003970158	0.000139147	0.00014759	0.005582141	0.000148258	0.017883667	0.000123086	0.000149982	0.003927479	0.014805952	0.005026472	0.000134222	0.010117674	0.003050063	0.004539145	0.007600327	0.008698721	0.000159391	0.000151962	0.024042396	0.004434699	0.002190074	0.000145067	0.29912364	0.363506315	0.397866349	0.398158434	0.510435426
2062			D	Pipobroman	12.71541312	28.3058	357.066004	POS	0.002489969	0.000825725	0.00228635	0.001790713	0.000152054	0.032437499	0.0007653	0.000169153	0.007186913	0.000946493	0.003954617	0.049066628	0.000148258	0.02989789	0.000123086	0.005248369	0.000140732	0.005864932	0.001716795	0.001181677	0.026072492	0.012226417	0.006194321	0.020763673	0.014943996	0.000980933	0.001851005	0.025353175	0.005002534	0.001569479	0.000145067	0.357863552	0.477374197	0.46752353	0.49892996	0.572574866
2081						28.4277	356.0700442	POS	0.00014565	0.000143738	0.003232696	0.001190864	0.000152054	0.06685251	0.000146677	0.02295827	0.000155058	0.002208339	0.012329872	0.079165742	0.000148258	0.07280291	0.000123086	0.000149982	0.000140732	0.071276952	0.000159935	0.000134222	0.06950062	0.006717629	0.000130321	0.038378205	0.060788891	0.000159391	0.00168786	0.078841611	0.011198474	0.00094553	0.000145067	0.742085375	0.806056032	0.875238308	0.930648355	0.894082271
2097						28.65585	315.0925943	POS	0.004243584	0.005367948	0.005118196	0.009310172	0.000152054	0.01406492	0.008474907	0.027196761	0.003869725	0.010292331	0.00014759	0.000160344	0.000148258	0.000141774	0.000123086	0.32881602	0.000140732	0.747462792	0.000159935	0.008633981	0.000157491	0.00635306	0.000130321	0.00013446	0.003267918	0.005811375	0.000151962	0.01906107	0.000144548	0.000126273	0.000145067	0.056832232	0.055084678	0.073758718	0.060273922	0.065027125
2112						28.8415	631.1934412	POS	0.00014565	0.00677291	0.010095006	0.042271009	0.008514084	0.194910997	0.009826963	0.118895599	0.014772978	0.005108874	0.009523861	0.193792877	0.000148258	0.145905273	0.01179333	0.007452814	0.023991784	0.174130688	0.000159935	0.015141364	0.211315544	0.000145896	0.007465181	0.121020539	0.19437765	0.011760702	0.000151962	0.18393598	0.013877616	0.012061712	0.000145067	2.194799864	2.54754106	2.522739074	2.720793201	2.886614515
2127						28.97685	556.1743416	POS	0.023476928	0.000143738	0.000151244	0.0001523	0.000152054	0.332035449	0.009042972	0.143831804	0.000729607	0.000139147	0.00014759	0.212070908	0.017518895	0.296411508	0.008714663	0.017303501	0.000140732	0.290931179	0.011540763	0.017913413	0.179213897	0.000145896	0.006929965	0.21058226	0.323736279	0.025739342	0.005924948	0.235272102	0.010347934	0.000126273	0.000145067	2.955589481	3.419685883	3.517597323	3.772496642	3.946638121
2140						29.0104	1004.23931	POS	0.00014565	0.019188794	0.022290609	0.035567143	0.025642864	0.019177226	0.04551511	0.011963686	0.000155058	0.000139147	0.00014759	0.000160344	0.000148258	0.033947017	0.017458636	0.000149982	0.029467967	0.01540125	0.000159935	0.000134222	0.046918311	0.028619668	0.000130321	0.00013446	0.006799617	0.000159391	0.000151962	0.000150518	0.000144548	0.000126273	0.000145067	0.177395424	0.138820737	0.223348287	0.24557203	0.209870352
2168						29.4509	463.1297588	POS	0.00843857	0.012317533	0.012289195	0.093622221	0.000152054	0.284297531	0.009595847	0.178962604	0.007841433	0.011187056	0.00014759	0.283637268	0.000148258	0.231274982	0.006066283	0.019122417	0.030129428	0.215153152	0.011095835	0.039467128	0.272131143	0.016948562	0.016290403	0.196665792	0.244515707	0.006132032	0.017659373	0.215454063	0.007560416	0.000126273	0.000145067	2.423992273	2.806688752	2.796648251	3.066672996	3.251725163
2216						30.0436	856.2078604	POS	0.00014565	0.027143398	0.017760175	0.019051656	0.058463586	0.062710323	0.021792099	0.000169153	0.000155058	0.000139147	0.00014759	0.029739899	0.000148258	0.012885931	0.000123086	0.000149982	0.026311265	0.087281264	0.000159935	0.000134222	0.030821886	0.018228661	0.000130321	0.007870576	0.003991769	0.000159391	0.000151962	0.007775889	0.000144548	0.000126273	0.000145067	0.375195066	0.446501883	0.465033742	0.523386014	0.517915818
